reading_id,sensor_id,site_id,sensor_type,timestamp,value,unit,ec_limit,is_exceedance,exceedance_pct_above_limit,weather_conditions,nearest_blast_time,dust_suppression_active
ENV00003787,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-14T18:00:00,76.0,ug/m3,100,False,0,Clear,13:00,False
ENV00003788,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-14T19:00:00,59.5,ug/m3,100,False,0,Hazy,13:00,False
ENV00003789,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-14T20:00:00,53.0,ug/m3,100,False,0,Windy,13:00,False
ENV00003790,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-14T21:00:00,66.7,ug/m3,100,False,0,Windy,13:00,True
ENV00003791,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-14T22:00:00,53.1,ug/m3,100,False,0,Hazy,13:00,False
ENV00003792,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-14T23:00:00,42.3,ug/m3,100,False,0,Windy,13:00,True
ENV00003793,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T00:00:00,71.0,dB,85,False,0,Hazy,13:00,True
ENV00003794,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T01:00:00,70.8,dB,85,False,0,Hazy,13:00,True
ENV00003795,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T02:00:00,65.3,dB,85,False,0,Hazy,13:00,False
ENV00003796,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T03:00:00,72.3,dB,85,False,0,Hazy,13:00,True
ENV00003797,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T04:00:00,68.4,dB,85,False,0,Windy,13:00,True
ENV00003798,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T05:00:00,63.4,dB,85,False,0,Clear,13:00,True
ENV00003799,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T06:00:00,63.5,dB,85,False,0,Windy,13:00,False
ENV00003800,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T07:00:00,77.0,dB,85,False,0,Clear,13:00,False
ENV00003801,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T08:00:00,76.3,dB,85,False,0,Windy,13:00,False
ENV00003802,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T09:00:00,71.5,dB,85,False,0,Hazy,13:00,False
ENV00003803,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T10:00:00,62.8,dB,85,False,0,Windy,13:00,False
ENV00003804,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T11:00:00,77.6,dB,85,False,0,Windy,13:00,True
ENV00003805,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T12:00:00,69.2,dB,85,False,0,Windy,13:00,True
ENV00003806,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T13:00:00,74.9,dB,85,False,0,Hazy,13:00,False
ENV00003807,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T14:00:00,79.4,dB,85,False,0,Clear,13:00,True
ENV00003808,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T15:00:00,77.4,dB,85,False,0,Windy,13:00,True
ENV00003809,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T16:00:00,79.7,dB,85,False,0,Hazy,13:00,True
ENV00003810,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T17:00:00,72.4,dB,85,False,0,Clear,13:00,True
ENV00003811,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T18:00:00,77.0,dB,85,False,0,Hazy,13:00,False
ENV00003812,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T19:00:00,63.5,dB,85,False,0,Clear,13:00,True
ENV00003813,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T20:00:00,80.8,dB,85,False,0,Hazy,13:00,True
ENV00003814,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T21:00:00,74.3,dB,85,False,0,Hazy,13:00,True
ENV00003815,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T22:00:00,63.9,dB,85,False,0,Hazy,13:00,False
ENV00003816,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-14T23:00:00,76.9,dB,85,False,0,Hazy,13:00,True
ENV00003817,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T00:00:00,7.2,pH,8.5,False,0,Hazy,13:00,False
ENV00003818,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T01:00:00,6.9,pH,8.5,False,0,Windy,13:00,False
ENV00003819,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T02:00:00,7.2,pH,8.5,False,0,Windy,13:00,True
ENV00003820,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T03:00:00,8.1,pH,8.5,False,0,Clear,13:00,False
ENV00003821,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T04:00:00,7.4,pH,8.5,False,0,Windy,13:00,False
ENV00003822,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T05:00:00,7.3,pH,8.5,False,0,Hazy,13:00,True
ENV00003823,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T06:00:00,8.2,pH,8.5,False,0,Hazy,13:00,False
ENV00003824,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T07:00:00,7.7,pH,8.5,False,0,Windy,13:00,True
ENV00003825,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T08:00:00,6.9,pH,8.5,False,0,Clear,13:00,True
ENV00003826,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T09:00:00,7.6,pH,8.5,False,0,Clear,13:00,False
ENV00003827,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T10:00:00,7.6,pH,8.5,False,0,Clear,13:00,False
ENV00003828,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T11:00:00,6.8,pH,8.5,False,0,Windy,13:00,True
ENV00003829,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T12:00:00,7.1,pH,8.5,False,0,Hazy,13:00,True
ENV00003830,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T13:00:00,6.9,pH,8.5,False,0,Clear,13:00,False
ENV00003831,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T14:00:00,7.1,pH,8.5,False,0,Clear,13:00,False
ENV00003832,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T15:00:00,7.4,pH,8.5,False,0,Clear,13:00,False
ENV00003833,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T16:00:00,7.6,pH,8.5,False,0,Hazy,13:00,False
ENV00003834,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T17:00:00,6.8,pH,8.5,False,0,Hazy,13:00,False
ENV00003835,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T18:00:00,8.1,pH,8.5,False,0,Clear,13:00,True
ENV00003836,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T19:00:00,6.9,pH,8.5,False,0,Hazy,13:00,True
ENV00003837,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T20:00:00,8.1,pH,8.5,False,0,Clear,13:00,True
ENV00003838,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T21:00:00,7.5,pH,8.5,False,0,Windy,13:00,True
ENV00003839,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T22:00:00,6.8,pH,8.5,False,0,Clear,13:00,False
ENV00003840,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-14T23:00:00,6.9,pH,8.5,False,0,Windy,13:00,False
ENV00003841,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T00:00:00,76.6,ug/m3,150,False,0,Hazy,13:00,True
ENV00003842,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T01:00:00,66.6,ug/m3,150,False,0,Clear,13:00,True
ENV00003843,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T02:00:00,64.2,ug/m3,150,False,0,Hazy,13:00,True
ENV00003844,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T03:00:00,69.4,ug/m3,150,False,0,Clear,13:00,True
ENV00003845,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T04:00:00,58.5,ug/m3,150,False,0,Windy,13:00,True
ENV00003846,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T05:00:00,46.9,ug/m3,150,False,0,Hazy,13:00,False
ENV00003847,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T06:00:00,52.1,ug/m3,150,False,0,Hazy,13:00,False
ENV00003848,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T07:00:00,46.3,ug/m3,150,False,0,Clear,13:00,False
ENV00003849,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T08:00:00,45.1,ug/m3,150,False,0,Hazy,13:00,True
ENV00003850,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T09:00:00,49.9,ug/m3,150,False,0,Windy,13:00,False
ENV00003851,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T10:00:00,50.5,ug/m3,150,False,0,Windy,13:00,False
ENV00003852,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T11:00:00,75.7,ug/m3,150,False,0,Clear,13:00,True
ENV00003853,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T12:00:00,64.6,ug/m3,150,False,0,Clear,13:00,True
ENV00003854,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T13:00:00,55.7,ug/m3,150,False,0,Hazy,13:00,False
ENV00003855,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T14:00:00,66.4,ug/m3,150,False,0,Windy,13:00,False
ENV00003856,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T15:00:00,51.3,ug/m3,150,False,0,Hazy,13:00,True
ENV00003857,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T16:00:00,44.1,ug/m3,150,False,0,Windy,13:00,False
ENV00003858,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T17:00:00,60.2,ug/m3,150,False,0,Windy,13:00,False
ENV00003859,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T18:00:00,50.0,ug/m3,150,False,0,Clear,13:00,True
ENV00003860,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T19:00:00,53.4,ug/m3,150,False,0,Hazy,13:00,True
ENV00003861,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T20:00:00,53.6,ug/m3,150,False,0,Windy,13:00,False
ENV00003862,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T21:00:00,75.9,ug/m3,150,False,0,Clear,13:00,True
ENV00003863,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T22:00:00,58.2,ug/m3,150,False,0,Windy,13:00,True
ENV00003864,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-14T23:00:00,75.2,ug/m3,150,False,0,Clear,13:00,True
ENV00003865,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T00:00:00,95.1,ug/m3,100,False,0,Clear,13:00,True
ENV00003866,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T01:00:00,85.5,ug/m3,100,False,0,Clear,13:00,False
ENV00003867,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T02:00:00,80.4,ug/m3,100,False,0,Hazy,13:00,True
ENV00003868,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T03:00:00,88.8,ug/m3,100,False,0,Clear,13:00,True
ENV00003869,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T04:00:00,86.9,ug/m3,100,False,0,Clear,13:00,False
ENV00003870,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T05:00:00,91.6,ug/m3,100,False,0,Windy,13:00,True
ENV00003871,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T06:00:00,95.0,ug/m3,100,False,0,Clear,13:00,True
ENV00003872,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T07:00:00,83.7,ug/m3,100,False,0,Windy,13:00,True
ENV00003873,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T08:00:00,80.6,ug/m3,100,False,0,Windy,13:00,True
ENV00003874,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T09:00:00,95.8,ug/m3,100,False,0,Hazy,13:00,True
ENV00003875,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T10:00:00,81.8,ug/m3,100,False,0,Clear,13:00,True
ENV00003876,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T11:00:00,91.5,ug/m3,100,False,0,Clear,13:00,False
ENV00003877,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T12:00:00,84.1,ug/m3,100,False,0,Windy,13:00,True
ENV00003878,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T13:00:00,83.6,ug/m3,100,False,0,Hazy,13:00,True
ENV00003879,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T14:00:00,81.7,ug/m3,100,False,0,Clear,13:00,True
ENV00003880,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T15:00:00,83.7,ug/m3,100,False,0,Hazy,13:00,True
ENV00003881,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T16:00:00,84.1,ug/m3,100,False,0,Windy,13:00,False
ENV00003882,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T17:00:00,94.5,ug/m3,100,False,0,Clear,13:00,True
ENV00003883,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T18:00:00,85.7,ug/m3,100,False,0,Hazy,13:00,True
ENV00003884,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T19:00:00,86.6,ug/m3,100,False,0,Clear,13:00,False
ENV00003885,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T20:00:00,87.2,ug/m3,100,False,0,Clear,13:00,False
ENV00003886,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T21:00:00,95.1,ug/m3,100,False,0,Hazy,13:00,True
ENV00003887,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T22:00:00,89.0,ug/m3,100,False,0,Clear,13:00,True
ENV00003888,SEN_SITE_B_PM10,SITE_B,PM10,2026-06-14T23:00:00,83.2,ug/m3,100,False,0,Windy,13:00,True
ENV00003889,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T00:00:00,66.1,dB,85,False,0,Clear,13:00,False
ENV00003890,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T01:00:00,65.2,dB,85,False,0,Clear,13:00,True
ENV00003891,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T02:00:00,74.1,dB,85,False,0,Hazy,13:00,False
ENV00003892,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T03:00:00,69.7,dB,85,False,0,Hazy,13:00,False
ENV00003893,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T04:00:00,73.4,dB,85,False,0,Hazy,13:00,True
ENV00003894,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T05:00:00,63.3,dB,85,False,0,Clear,13:00,True
ENV00003895,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T06:00:00,78.4,dB,85,False,0,Hazy,13:00,False
ENV00003896,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T07:00:00,78.6,dB,85,False,0,Clear,13:00,True
ENV00003897,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T08:00:00,64.4,dB,85,False,0,Windy,13:00,True
ENV00003898,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T09:00:00,68.1,dB,85,False,0,Windy,13:00,False
ENV00003899,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T10:00:00,77.8,dB,85,False,0,Clear,13:00,True
ENV00003900,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T11:00:00,71.9,dB,85,False,0,Clear,13:00,True
ENV00003901,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T12:00:00,70.2,dB,85,False,0,Windy,13:00,True
ENV00003902,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T13:00:00,64.7,dB,85,False,0,Windy,13:00,True
ENV00003903,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T14:00:00,63.1,dB,85,False,0,Clear,13:00,True
ENV00003904,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T15:00:00,62.2,dB,85,False,0,Windy,13:00,False
ENV00003905,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T16:00:00,68.3,dB,85,False,0,Windy,13:00,False
ENV00003906,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T17:00:00,65.9,dB,85,False,0,Clear,13:00,True
ENV00003907,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T18:00:00,69.2,dB,85,False,0,Hazy,13:00,True
ENV00003908,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T19:00:00,78.8,dB,85,False,0,Hazy,13:00,True
ENV00003909,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T20:00:00,80.8,dB,85,False,0,Windy,13:00,False
ENV00003910,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T21:00:00,72.7,dB,85,False,0,Clear,13:00,True
ENV00003911,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T22:00:00,75.1,dB,85,False,0,Windy,13:00,True
ENV00003912,SEN_SITE_B_Noise,SITE_B,Noise,2026-06-14T23:00:00,74.9,dB,85,False,0,Windy,13:00,True
ENV00003913,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T00:00:00,6.9,pH,8.5,False,0,Clear,13:00,True
ENV00003914,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T01:00:00,7.6,pH,8.5,False,0,Hazy,13:00,False
ENV00003915,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T02:00:00,6.9,pH,8.5,False,0,Windy,13:00,False
ENV00003916,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T03:00:00,7.1,pH,8.5,False,0,Windy,13:00,True
ENV00003917,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T04:00:00,7.2,pH,8.5,False,0,Hazy,13:00,True
ENV00003918,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T05:00:00,7.0,pH,8.5,False,0,Clear,13:00,True
ENV00003919,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T06:00:00,7.9,pH,8.5,False,0,Clear,13:00,True
ENV00003920,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T07:00:00,7.5,pH,8.5,False,0,Clear,13:00,False
ENV00003921,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T08:00:00,7.8,pH,8.5,False,0,Clear,13:00,True
ENV00003922,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T09:00:00,7.2,pH,8.5,False,0,Clear,13:00,False
ENV00003923,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T10:00:00,7.6,pH,8.5,False,0,Windy,13:00,True
ENV00003924,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T11:00:00,7.2,pH,8.5,False,0,Windy,13:00,False
ENV00003925,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T12:00:00,6.9,pH,8.5,False,0,Hazy,13:00,False
ENV00003926,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T13:00:00,7.0,pH,8.5,False,0,Hazy,13:00,False
ENV00003927,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T14:00:00,7.4,pH,8.5,False,0,Hazy,13:00,True
ENV00003928,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T15:00:00,8.0,pH,8.5,False,0,Hazy,13:00,True
ENV00003929,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T16:00:00,7.6,pH,8.5,False,0,Clear,13:00,True
ENV00003930,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T17:00:00,6.8,pH,8.5,False,0,Clear,13:00,True
ENV00003931,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T18:00:00,7.8,pH,8.5,False,0,Hazy,13:00,True
ENV00003932,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T19:00:00,7.0,pH,8.5,False,0,Windy,13:00,True
ENV00003933,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T20:00:00,7.7,pH,8.5,False,0,Clear,13:00,False
ENV00003934,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T21:00:00,7.0,pH,8.5,False,0,Clear,13:00,True
ENV00003935,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T22:00:00,8.1,pH,8.5,False,0,Windy,13:00,True
ENV00003936,SEN_SITE_B_Water_pH,SITE_B,Water_pH,2026-06-14T23:00:00,8.0,pH,8.5,False,0,Windy,13:00,False
ENV00003937,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T00:00:00,70.9,ug/m3,150,False,0,Windy,13:00,True
ENV00003938,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T01:00:00,72.9,ug/m3,150,False,0,Windy,13:00,False
ENV00003939,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T02:00:00,63.9,ug/m3,150,False,0,Windy,13:00,True
ENV00003940,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T03:00:00,50.5,ug/m3,150,False,0,Hazy,13:00,True
ENV00003941,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T04:00:00,60.4,ug/m3,150,False,0,Windy,13:00,True
ENV00003942,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T05:00:00,54.4,ug/m3,150,False,0,Clear,13:00,True
ENV00003943,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T06:00:00,54.5,ug/m3,150,False,0,Windy,13:00,False
ENV00003944,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T07:00:00,76.1,ug/m3,150,False,0,Hazy,13:00,True
ENV00003945,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T08:00:00,55.3,ug/m3,150,False,0,Clear,13:00,True
ENV00003946,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T09:00:00,65.0,ug/m3,150,False,0,Windy,13:00,False
ENV00003947,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T10:00:00,77.3,ug/m3,150,False,0,Windy,13:00,True
ENV00003948,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T11:00:00,78.0,ug/m3,150,False,0,Windy,13:00,True
ENV00003949,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T12:00:00,64.1,ug/m3,150,False,0,Clear,13:00,True
ENV00003950,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T13:00:00,75.8,ug/m3,150,False,0,Windy,13:00,True
ENV00003951,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T14:00:00,66.8,ug/m3,150,False,0,Hazy,13:00,False
ENV00003952,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T15:00:00,46.0,ug/m3,150,False,0,Hazy,13:00,True
ENV00003953,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T16:00:00,75.2,ug/m3,150,False,0,Windy,13:00,True
ENV00003954,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T17:00:00,45.2,ug/m3,150,False,0,Clear,13:00,True
ENV00003955,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T18:00:00,63.9,ug/m3,150,False,0,Clear,13:00,True
ENV00003956,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T19:00:00,51.0,ug/m3,150,False,0,Hazy,13:00,True
ENV00003957,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T20:00:00,56.8,ug/m3,150,False,0,Hazy,13:00,False
ENV00003958,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T21:00:00,79.3,ug/m3,150,False,0,Clear,13:00,False
ENV00003959,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T22:00:00,46.5,ug/m3,150,False,0,Clear,13:00,False
ENV00003960,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-14T23:00:00,60.6,ug/m3,150,False,0,Hazy,13:00,True
ENV00003961,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T00:00:00,76.9,ug/m3,100,False,0,Windy,13:00,False
ENV00003962,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T01:00:00,69.3,ug/m3,100,False,0,Windy,13:00,False
ENV00003963,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T02:00:00,48.0,ug/m3,100,False,0,Clear,13:00,True
ENV00003964,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T03:00:00,67.5,ug/m3,100,False,0,Windy,13:00,True
ENV00003965,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T04:00:00,57.5,ug/m3,100,False,0,Clear,13:00,False
ENV00003966,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T05:00:00,71.4,ug/m3,100,False,0,Hazy,13:00,True
ENV00003967,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T06:00:00,71.7,ug/m3,100,False,0,Hazy,13:00,False
ENV00003968,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T07:00:00,66.2,ug/m3,100,False,0,Clear,13:00,True
ENV00003969,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T08:00:00,51.0,ug/m3,100,False,0,Hazy,13:00,True
ENV00003970,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T09:00:00,44.7,ug/m3,100,False,0,Windy,13:00,True
ENV00003971,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T10:00:00,48.4,ug/m3,100,False,0,Hazy,13:00,True
ENV00003972,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T11:00:00,76.3,ug/m3,100,False,0,Hazy,13:00,True
ENV00003973,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T12:00:00,68.8,ug/m3,100,False,0,Windy,13:00,False
ENV00003974,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T13:00:00,43.8,ug/m3,100,False,0,Windy,13:00,False
ENV00003975,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T14:00:00,62.7,ug/m3,100,False,0,Clear,13:00,True
ENV00003976,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T15:00:00,70.3,ug/m3,100,False,0,Hazy,13:00,True
ENV00003977,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T16:00:00,67.7,ug/m3,100,False,0,Clear,13:00,True
ENV00003978,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T17:00:00,73.6,ug/m3,100,False,0,Clear,13:00,True
ENV00003979,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T18:00:00,65.5,ug/m3,100,False,0,Windy,13:00,True
ENV00003980,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T19:00:00,67.1,ug/m3,100,False,0,Clear,13:00,False
ENV00003981,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-14T20:00:00,58.9,ug/m3,100,False,0,Clear,13:00,False
